0.001275	300.0001	1.80337E-31	4.76852E-07	1.73828E-27	0.2184335	1.10096E-28	1.12596E-08	2.04651E-09	4.12357E-28	2.11648E-10	6.80026E-30	1.36729E-10	4.89569E-12	2.88442E-11	1.04433E-11	2.32746E-23	1.31793E-12	2.44383E-10	4.05189E-29	2.09833E-46	2.68416E-11	6.28276E-27	1.57958E-12	1.00231E-35	3.53582E-13	5.16906E-33	4.03159E-19	9.11797E-28	1.178E-12	1.26872E-13	2.10289E-14	3.60016E-12	1.50627E-13	4.63178E-27	4.99964E-33	2.20418E-13	3.0217E-17	3.52691E-17	9.52608E-15	1.81867E-16	1.62667E-14	1.24601E-16	1.3379E-19	2.51187E-13	3.70165E-13	1.73944E-44	2.94016E-16	2.55261E-14	1.40348E-21	8.01735E-20	4.07481E-20	4.78258E-25	1.04203E-52	5.91058E-59	9.35883E-16	5.39027E-25	1.47064E-17	6.05451E-14	7.24638E-20	8.66056E-17	0.06218495	5.20098E-18	6.61162E-25	5.61714E-17	5.76184E-31	6.07464E-19	1.81012E-17	2.93761E-18	0.7193811
0.00135	300.0018	6.89805E-30	2.62069E-06	8.10241E-26	0.2184331	3.70075E-26	2.04784E-07	4.02313E-08	3.7808E-26	5.49245E-09	2.42439E-28	2.47697E-09	9.63641E-11	5.71732E-10	2.737E-10	1.70649E-20	3.65117E-11	5.30437E-09	1.01416E-26	2.39257E-43	6.18759E-10	2.92802E-25	4.21638E-11	5.32089E-33	1.07481E-11	1.1923E-31	1.23288E-17	4.24938E-26	3.61572E-11	3.896E-12	6.45759E-13	1.06509E-10	5.54493E-12	8.13004E-25	4.33516E-30	8.02493E-12	1.26066E-15	1.41128E-15	3.69121E-13	8.41821E-15	7.55465E-13	5.40087E-15	4.69062E-18	7.29238E-12	1.0791E-11	5.32807E-43	9.81825E-15	1.04901E-12	3.12223E-19	3.73571E-18	1.22992E-18	4.03228E-22	2.54495E-47	6.97571E-55	4.11545E-14	9.46987E-23	7.04101E-16	2.02837E-12	3.83834E-18	4.21749E-15	0.06218522	3.07511E-16	1.32557E-23	3.57181E-15	3.66467E-29	4.83241E-17	1.12418E-15	2.00796E-16	0.7193788
0.0013875	300.0146	1.77654E-28	7.64674E-06	1.50418E-24	0.2184314	3.57138E-24	1.58796E-06	3.34273E-07	6.46531E-24	5.86435E-08	3.59232E-27	1.91404E-08	8.01706E-10	4.78543E-09	2.94881E-09	2.76778E-18	4.13904E-10	4.81618E-08	1.06377E-24	5.8498E-41	5.93185E-09	5.39826E-24	4.61953E-10	5.49907E-31	1.32725E-10	1.15339E-30	1.53157E-16	7.8369E-25	4.50515E-10	4.8565E-11	8.04962E-12	1.28269E-09	8.18337E-11	5.42419E-23	6.13905E-27	1.17215E-10	2.09282E-14	2.2525E-14	5.71595E-12	1.54183E-13	1.38806E-11	9.29544E-14	6.61212E-17	8.63226E-11	1.28186E-10	6.83599E-42	1.32294E-13	1.71687E-11	2.62393E-17	6.87851E-17	1.51135E-17	1.27781E-19	7.69887E-43	9.9733E-52	7.18021E-13	6.30534E-21	1.33159E-14	2.74132E-11	7.99249E-17	8.10598E-14	0.0621859	7.11771E-15	1.25291E-22	8.96831E-14	9.21633E-28	1.48811E-15	2.72619E-14	5.34008E-15	0.719373
0.001425	300.1489	4.96452E-26	2.5032E-05	3.60593E-23	0.2184186	5.71671E-22	1.52277E-05	3.45088E-06	1.35417E-21	7.89504E-07	7.13702E-26	1.82874E-07	8.29301E-09	4.97879E-08	4.00772E-08	5.3884E-16	5.93446E-09	5.46357E-07	1.35796E-22	6.34966E-38	7.12788E-08	1.29223E-22	6.39015E-09	2.41843E-28	2.08143E-09	1.95442E-29	2.42082E-15	1.87729E-23	7.13166E-09	7.69143E-10	1.27485E-10	1.95948E-08	1.54544E-09	3.06471E-21	6.17472E-24	2.18994E-09	4.46525E-13	4.61406E-13	1.13472E-10	3.64134E-12	3.28892E-10	2.05871E-12	1.18948E-15	1.29591E-09	1.92945E-09	1.4988E-40	2.27254E-12	3.60952E-10	1.74446E-15	1.62603E-15	2.37213E-16	2.80736E-17	2.71384E-38	3.17278E-48	1.61278E-11	3.52983E-19	3.25052E-13	4.72383E-10	2.15429E-15	2.01195E-12	0.0621886	2.13916E-13	3.89331E-21	2.93882E-12	3.07004E-26	5.98672E-14	8.59217E-13	1.84969E-13	0.7193473
0.00144375	300.6927	4.26971E-24	4.97433E-05	3.75251E-22	0.2183715	1.92414E-20	6.73191E-05	1.62183E-05	1.12461E-19	4.64601E-06	6.45184E-25	8.06164E-07	3.92855E-08	2.35391E-07	2.37763E-07	2.38617E-14	3.68795E-08	2.7784E-06	7.11396E-21	2.70528E-35	3.80564E-07	1.31893E-21	3.84929E-08	4.04826E-26	1.39877E-08	9.88628E-28	1.67248E-14	1.92248E-22	4.83229E-08	5.21391E-09	8.64201E-10	1.28693E-07	1.22474E-08	6.94503E-20	2.33411E-21	1.71886E-08	3.94975E-12	3.93366E-12	9.40431E-10	3.53274E-11	3.20038E-09	1.88371E-11	9.02521E-15	8.43678E-09	1.24529E-08	4.2245E-39	1.65505E-11	3.1504E-09	4.46796E-14	1.5785E-14	1.69804E-15	2.33333E-15	7.67852E-35	9.70564E-46	1.49467E-10	7.69341E-18	3.25033E-12	3.44989E-09	2.35973E-14	2.04277E-11	0.06219375	2.59391E-12	1.2642E-19	3.8605E-11	4.30642E-25	9.53719E-13	1.08819E-11	2.55898E-12	0.719292
0.001453125	301.9258	1.05715E-22	7.34458E-05	2.35483E-21	0.2182656	2.38084E-19	0.000179509	4.55005E-05	2.66249E-18	1.57584E-05	3.59211E-24	2.14548E-06	1.11988E-07	6.63192E-07	8.11959E-07	3.79769E-13	1.31121E-07	8.32353E-06	1.46433E-19	3.14763E-33	1.18789E-06	7.79665E-21	1.33193E-07	1.80074E-24	5.3235E-08	4.08164E-26	6.71505E-14	1.14699E-21	1.85243E-07	1.99965E-08	3.3144E-09	4.80085E-07	5.39419E-08	6.519E-19	2.26958E-19	7.5056E-08	1.92042E-11	1.84987E-11	4.31137E-09	1.86805E-10	1.69694E-08	9.44341E-11	3.82235E-14	3.15228E-08	4.54506E-08	8.41914E-38	6.76115E-11	1.51324E-08	4.12658E-13	8.33697E-14	7.46591E-15	5.43969E-14	2.25696E-32	6.81015E-44	7.58041E-10	6.55818E-17	1.76676E-11	1.41281E-08	1.3947E-13	1.126E-10	0.06220114	1.68645E-11	1.98927E-18	2.70063E-10	3.49133E-24	8.00004E-12	7.35852E-11	1.87943E-11	0.7192046
0.0014625	306.0337	3.39633E-21	0.000111472	2.33787E-20	0.2179062	4.24751E-18	0.000536221	0.000144198	5.13498E-17	6.18292E-05	3.46243E-23	6.40208E-06	3.65741E-07	2.10991E-06	3.20851E-06	6.65342E-12	5.42287E-07	2.84006E-05	2.72971E-18	2.73861E-31	4.24522E-06	7.18768E-20	5.34127E-07	1.36166E-22	2.3739E-07	3.33426E-24	3.27425E-13	1.08075E-20	8.32698E-07	8.99555E-08	1.49101E-08	2.09435E-06	2.82671E-07	7.55017E-18	1.5389E-17	3.89615E-07	1.12133E-10	1.04136E-10	2.36025E-08	1.1948E-09	1.08861E-07	5.69973E-10	1.91785E-13	1.39093E-07	1.92013E-07	1.59375E-36	3.26081E-10	8.71753E-08	3.73985E-12	5.31941E-13	4.27187E-14	9.92892E-13	7.57387E-30	1.31019E-41	4.63286E-09	5.81737E-16	1.16407E-10	6.83235E-08	1.00579E-12	7.53181E-10	0.0622196	1.34867E-10	3.86994E-17	2.33196E-09	4.88364E-23	8.37467E-11	6.12976E-10	1.70932E-10	0.7189701
0.001467188	311.6174	3.54308E-20	0.000138902	1.59569E-19	0.2174052	3.18473E-17	0.001000074	0.000279909	4.23211E-16	0.000138316	2.03753E-22	1.19495E-05	7.47981E-07	4.09591E-06	7.20747E-06	4.32702E-11	1.25793E-06	5.78335E-05	2.44471E-17	4.87114E-30	8.91474E-06	3.71949E-19	1.212E-06	2.37505E-21	5.80024E-07	6.64003E-23	9.38389E-13	5.85675E-20	2.04609E-06	2.21226E-07	3.66681E-08	5.04083E-06	7.75472E-07	4.80976E-17	4.04474E-16	1.06153E-06	3.33172E-10	3.01049E-10	6.68369E-08	3.80145E-09	3.47156E-07	1.73554E-09	5.09682E-13	3.47811E-07	4.4105E-07	1.53543E-35	8.4228E-10	2.56353E-07	1.56836E-11	1.68944E-12	1.6589E-13	7.60988E-12	4.4706E-28	7.58249E-40	1.42382E-08	2.44575E-15	3.78745E-10	1.76826E-07	3.50836E-12	2.47906E-09	0.06223983	5.12802E-10	2.92118E-16	9.36955E-09	3.70425E-22	3.94074E-10	2.39535E-09	7.16753E-10	0.7186931
0.001471875	323.3864	4.73021E-19	0.000173966	1.69447E-18	0.2163235	2.99291E-16	0.001938097	0.000568947	3.30834E-15	0.000329292	2.6039E-21	2.32375E-05	1.64806E-06	8.3092E-06	1.72175E-05	2.77963E-10	3.11961E-06	0.000123889	2.12796E-16	1.51796E-28	1.97646E-05	3.48158E-18	2.9283E-06	5.33749E-20	1.52344E-06	1.94713E-21	3.06127E-12	5.78817E-19	5.40838E-06	5.85661E-07	9.70727E-08	1.3026E-05	2.32132E-06	4.16699E-16	7.91967E-15	3.1531E-06	1.09093E-09	9.55456E-10	2.07223E-07	1.34362E-08	1.23025E-06	5.83838E-09	1.47134E-12	9.50326E-07	1.06369E-06	1.55525E-34	2.35504E-09	8.29261E-07	6.84132E-11	5.95631E-12	7.9677E-13	5.1428E-11	2.95632E-26	1.50439E-37	4.83869E-08	1.08621E-14	1.37203E-09	4.95495E-07	1.37364E-11	9.09731E-09	0.06227501	2.21409E-09	2.53855E-15	4.29045E-08	6.03097E-21	2.14795E-09	1.06403E-08	3.44132E-09	0.7181601
0.001474219	333.9743	2.42593E-18	0.000194916	1.06125E-17	0.2153298	1.37776E-15	0.002748557	0.000831274	1.23927E-14	0.000527805	1.62215E-20	3.30844E-05	2.59652E-06	1.20951E-05	2.76245E-05	8.28076E-10	5.1257E-06	0.000186481	1.02554E-15	2.50144E-27	3.03563E-05	1.64051E-17	4.73044E-06	3.86579E-19	2.59045E-06	1.78149E-20	6.41831E-12	2.96499E-18	9.2328E-06	1.00123E-06	1.65952E-07	2.19406E-05	4.28621E-06	1.89548E-15	6.55992E-14	5.79341E-06	2.13438E-09	1.83113E-09	3.91148E-07	2.7637E-08	2.53508E-06	1.16212E-08	2.65409E-12	1.69015E-06	1.67661E-06	1.11478E-33	4.16329E-09	1.60889E-06	1.65614E-10	1.22297E-11	2.55235E-12	1.70478E-10	4.5932E-25	5.89833E-36	9.69386E-08	2.54861E-14	2.86767E-09	8.77148E-07	3.02535E-11	1.9179E-08	0.06230003	5.24479E-09	9.78697E-15	1.0521E-07	4.29585E-20	5.9749E-09	2.55661E-08	8.73372E-09	0.7177114
